provider_name,country_name,foreign_university_name,foreign_city_name,foreign_course_code,course_name,instruction_language_name,department_name,umd_course_name,course_code,comments,combo_cats,combo_cat_ids,review_faculty,approval_date,syllabus_relative_path,id,s_id,is_active
"IES Abroad",Austria,"IES Facility",Vienna,"MS 462","The Leid",,MU,"Art Song Literature",3211,,,,,2013-04-30,,64782,51210,1
"IES Abroad",Austria,"IES Facility",Vienna,"MS 390","Music Performance Workshop",,MU,"Music Major/Minor Elective Credit",3XXX,,,,,2012-04-30,,64783,51211,1
"IES Abroad",Austria,"IES Facility",Vienna,"MS 391","Individual Performance Studies",,MU,"Voice ",4311,"For Music Majors",,,,2012-04-30,,64784,51212,1
"IES Abroad",Austria,"IES Facility",Vienna,"PH 360","Cross-Cultural Philosophy",,PHIL,"Philosophy Major/Minor Elective Credit",2XXX,,,,,2012-04-30,,64785,51213,1
"IES Abroad",Austria,"IES Facility",Vienna,"PH 490","The Vienna Circle and American Philosophy",,PHIL,"Twentieth Century Philosophy",3320,,,,,2013-04-30,,64786,51214,1
"IES Abroad",Austria,"IES Facility",Vienna,"EC/PO 235","In Search of Sustainability: Energy, The Environment, and Society in Central Europe",,POL,"Political Science Major/Minor Elective Credit",3XXX,,,,,2013-04-30,,64787,51215,1
"IES Abroad",Austria,"IES Facility",Vienna,"PS 235","Cross-Cultural Philosophy",,PSY,"Cross Cultural Psychology",3051,,,,,2012-04-30,,64788,51216,1
"IES Abroad",Austria,"IES Facility",Vienna,"JRN 320","Arts Criticism",,WRIT,"Advanced Writing: Arts and Letters",3110,,,,,2012-04-30,,64789,51217,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Contemporary Latin American Films",,SPAN,"Hispanic American Cinema and Culture",4017,,"Fine Arts",156,,2011-04-30,,64044,50440,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Historia Urbana y Regional De Chile",,SPAN,"Spanish Culture and Civilization Study Abroad I ",3044,,"Humanities; Global Perspectives","143,150",,2011-04-30,,64187,50585,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Modern History of Chile",,SPAN,"Spanish Culture and Civilization Study Abroad I ",3044,,"Humanities; Global Perspectives","143,150",,2010-04-30,,64188,50586,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"20th Century Latin American History",,SPAN,"Spanish Culture and Civilization Study Abroad II ",3046,,,,,2010-04-30,,64802,51230,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Traditional Dances of Chile",,SPAN,"Spanish Culture and Civilization Study Abroad III ",3047,,,,,2010-04-30,,64803,51231,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Art and Society in Pre-Hispanic Chile",,SPAN,"Spanish Culture and Civilization Study Abroad IV ",3048,,,,,2010-04-30,,64804,51232,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Ortofonia y Prounuciacion del Espanol",,SPAN,"Spanish Language Study Abroad I ",3031,,,,,2011-04-30,,64805,51233,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Spanish Grammar",,SPAN,"Spanish Language Study Abroad I ",3031,,,,,2010-04-30,,64806,51234,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Spanish Language & Chilean Culture",,SPAN,"Spanish Language Study Abroad I ",3031,,,,,2010-04-30,,64807,51235,1
"ISA - International Studies Abroad",Chile,"Pontifical Catholic University of ValparaÃ­so",Valparaiso,,"Written Spanish",,SPAN,"Spanish Language Study Abroad II ",3032,,,,,2010-04-30,,64808,51236,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,,"Photography Workshop",,ART,"Fundamentals of Photography",1605,,"Fine Arts",156,,2012-04-30,,64045,50441,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,,"Costa Rican History",,SPAN,"Spanish Culture and Civilization Study Abroad I ",3044,,"Humanities; Global Perspectives","143,150",,2011-04-30,,64189,50587,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,,"Biological Diversity and Conservation",,BIOL,"Biology 0005 General Elective Credit",1XXX,,"Natural Sciences without Lab",158,,2014-04-30,,64250,50653,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,,"Communication and Semiotics",,COMM,"Communication Major/Minor Elective Credit",2XXX,,,,,2012-04-30,,64826,51254,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,ES,"Ecotourism and Community",,ES,"Environmental Science Major Elective Credit",3XXX,,,,,2011-04-30,,64827,51255,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,,"Sustainable Development",,ESCI,"Environmental Science Major/Minor Elective Credit",2XXX,,,,,2012-04-30,,64828,51256,1
"ISA - International Studies Abroad","Costa Rica","Universidad Latina: Heredia",Heredia,,"Latin American History and Culture",,HIST,"History Major/Minor Elective Credit, Track/Concentration: Modern World",3XXX,,,,,2011-04-30,,64829,51257,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"ART 270","20th Century Art",,ART,"Art Today",1001,,"Fine Arts",156,,2011-04-30,,64049,50445,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"REL 140 ","Comparative Religions ",,PHIL,"Philosophy and World Religions",1007,,Humanities,143,,2014-04-30,,64128,50524,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"CZE 100","Elementary Czech Language and Culture",,LANG,"Beginning Foreign Language I",1101,,"Oral Communication and Languages",159,,2010-04-30,,64270,50675,1
"AIFS - American Institute for Foriegn Study","Czech Republic","Charles University",Prague,"CUFA CZE 102","Czech Language Intensive",,LANG,"Beginning Foreign Language I",1101,,"Oral Communication and Languages",159,,2010-04-30,,64271,50676,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"ECO 110","Introduction to Macroeconomics",,ECON,"Principles of Microeconomics: Macroeconomics",1022,,"Social Sciences",141,,2011-04-30,,64386,50798,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"SOC 381","Sociology and the Family",,SOC,"Sociology of the Family",1201,,"Cultural Diversity in the US; Social Sciences","155,141",,2011-04-30,,64430,50842,1
"AIFS - American Institute for Foriegn Study","Czech Republic","Charles University",Prague,"SOC 342","Contemporary Czech Culture - Alternative Literature, Music, and Lifestyles",,FORS,"General Elective Credit",3XXX,,,,,2012-04-30,,64855,51285,1
"AIFS - American Institute for Foriegn Study","Czech Republic","Charles University",Prague,"SOC 354","Czech Republic: Two Decades of Social Change",,FORS,"General Elective Credit",3XXX,,,,,2012-04-30,,64856,51286,1
"AIFS - American Institute for Foriegn Study","Czech Republic","Charles University",Prague,"SOC 331",Globalization,,SOC,"Sociology Minor Elective Credit",3XXX,,,,,2012-04-30,,64857,51287,1
"AIFS - American Institute for Foriegn Study","Czech Republic","Charles University",Prague,"SOC 350","Gender Issues",,SOC,"Sociology Minor Elective Credit",3XXX,,,,,2012-04-30,,64858,51288,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"JRN 320","European Affairs and Media ",,COMM,"Communication Major/Minor Elective Credit",2XXX,,,,,2009-04-30,,64859,51289,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"SOC 476","Sub-Cultures: Life styles, Literature, and Music",,CST,"Cultural Studies Major/Minor Elective Credit",4XXX,,,,,2011-04-30,,64860,51290,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"ECO 320","EU Market and Business Policies",,ECON,"Economics Major/Minor Elective Credit",3XXX,,,,,2013-04-30,,64861,51291,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"ECO 342","Global Energy for Business",,ECON,"Economics Major/Minor Elective Credit",3XXX,,,,,2013-04-30,,64862,51292,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"ECO 340","Intermediate Microeconomics",,ECON,"Microeconomic Analysis",3023,,,,,2013-04-30,,64863,51293,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"LIT 233","Central European Literature ",,ENGL,"English Major/Minor Elective Credit",2XXX,,,,,2009-04-30,,64864,51294,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"FIN 304","Corporate Finance",,FMIS,"Corporate Finance",3601,,,,,2013-04-30,,64865,51295,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,,"Investment Analysis and Portfolio Management",,FMIS,"Investment Fundamentals",3644,,,,,2010-04-30,,64866,51296,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"Art 131","Prague Art and Architecture ",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2009-04-30,,64867,51297,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"SOC 370","Popular Culture and Media Theory ",,FORS,"General Elective Credit",3XXX,,,,,2014-04-30,,64868,51298,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"HIS 103","World History I",,HIST,"History Major/Minor lower division Requirement",1XXX,,,,,2011-04-30,,64869,51299,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"MGT 377","Innovation Management",,MGTS,"Management of Innovation and Technology",4473,,,,,2010-04-30,,64870,51300,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"MKT 248","Introduction to Marketing",,MKTG,"Principles of Marketing",3701,,,,,2010-04-30,,64871,51301,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"MGT 415","Operations Management",,MGTS,"Production and Operations Management",3301,,,,,2013-04-30,,64872,51302,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"MGT 430","Strategic Planning I",,MGTS,"Strategic Management",4481,,,,,2010-04-30,,64873,51303,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"MGT 355","Organizational Behavior",,MGTS,"Organizational Behavior and Management",3401,,,,,2013-04-30,,64874,51304,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,,"Global Security Studies",,POL,"International Security: Theory and Policy",3456,,,,,2010-04-30,,64875,51305,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,"POL 320","Politics of the European Union",,POL,"Political Science/International Studies Regional Western Europe Requirement ",3XXX,,,,,2013-04-30,,64876,51306,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,,"South Asia Politics",,POL,"Politics of South Asia",3511,,,,,2010-04-30,,64877,51307,1
"CEA - Cultural Experiences Abroad","Czech Republic","Anglo-American University",Prague,,"Politics of the European Union",,POL,"Western European Political Systems",3517,,,,,2010-04-30,,64878,51308,1
"ISA - International Studies Abroad","Czech Republic","Charles University",Prague,,"Prague Art and Architecture",,ArtH,"Art History Major/Minor Elective Credit",4XXX,,,,,2010-04-30,,64879,51309,1
"ISA - International Studies Abroad","Czech Republic","Charles University",Prague,,"Social Psychology: Soft Skills",,PSY,"Psychology Major/Minor Elective Credit",2XXX,,,,,2012-04-30,,64880,51310,1
"USAC - University Studies Abroad Consortium","Czech Republic","Charles University",Prague,"FILM 340","Eroticism, Power, Fate in the Cinema of Central Europe ",,TH,"Theatre  Minor Elective Credit",3XXX,,,,,2010-04-30,,64881,51311,1
"USAC - University Studies Abroad Consortium","Czech Republic","Charles University",Prague,"FILM 340","Eroticism, Power, Fate in the Cinema of Central Europe ",,TH,"Theatre Minor Elective",3XXX,,,,,2010-04-30,,64881,51312,1
"BCA - Bridge Connect Act",England,"University of Gloucestershire",Chaltenham,"EVM 121","Music and Cultural Events",,MU,"Introduction to Music",1001,,"Fine Arts",156,,2011-04-30,,64054,50450,1
"BCA - Bridge Connect Act",England,"University of Gloucestershire",Chaltenham,"ADV 102","Brands, Briefs and Campaigns",,COMM,"Comm Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65046,51481,1
"BCA - Bridge Connect Act",England,"University of Gloucestershire",Chaltenham,"MCC 324","My casting: Celebrity Culture and Everyday Life",,COMM,"Comm Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65047,51482,1
"BCA - Bridge Connect Act",England,"University of Gloucestershire",Chaltenham,"PUR 301","Corporate Reputation Management",,LSBE,"Elective Credit for LSBE Students",3XXX,,,,,2013-04-30,,65048,51483,1
"BCA - Bridge Connect Act",England,"University of Gloucestershire",Chaltenham,"PUR 301","Corporate Reputation Management",,MKTG,"Mktg Major/Minor Group B Elective",3XXX,,,,,2013-04-30,,65048,51484,1
"BCA - Bridge Connect Act",England,"University of Gloucestershire",Chaltenham,"RPE 105",Judaism,,PHIL,"Phil Major/Minor Elective Credit",2XXX,,,,,2011-04-30,,65049,51485,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U66000,"Listening to Music History",,MU,"Introduction to Music",1001,,"Fine Arts",156,,2010-04-30,,64059,50455,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U731000,"Introduction to Philosophy",,PHIL,"Introduction to Philosophy",1001,,Humanities,143,,2010-04-30,,64142,50539,1
EuroSpring,England,"Wycliffe Hall - Oxford University",Oxford,"EXCH 372","History, the Social Sciences",,HIST,"Dawn of Modern Europe",1207,,Humanities,143,,2012-04-30,,64143,50540,1
EuroSpring,England,"Wycliffe Hall - Oxford University",Oxford,"EXCH 373",Humanities,,HIST,"Dawn of Modern Europe",1207,,Humanities,143,,2012-04-30,,64144,50541,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U70131,"Children and the Media",,COMM,"Children and Media",3550,,,,,2010-04-30,,65162,51605,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U66002,"Film and Popular Music: Listening Skills",,MU,"Beethoven to the Beatles",1003,,,,,2010-04-30,,65163,51606,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U66001,"Introduction to Contemporary Composition",,MU,"Composition I",2105,,,,,2010-04-30,,65164,51607,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U66005,"Notation and Harmony",,MU,"Introductory Theory",1010,,,,,2010-04-30,,65165,51608,1
"ASA - Academic Studies Abroad",England,"Oxford Brookes University ",Oxford,U23101,"Introduction to Politics",,POL,"Pol Major/Minor Elective Credit",2XXX,,,,,2010-04-30,,65166,51609,1
"Bemidji State University",England,"University of Oxford",Oxford,"INTL 2100","Euro spring 2011 Pre-Trip Workshop",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2013-04-30,,65167,51610,1
"Bemidji State University",England,"University of Oxford",Oxford,"INTL 2200,2300 or 2400","International Study Experience",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2013-04-30,,65168,51611,1
"Bemidji State University",England,"University of Oxford",Oxford,"INTL 3920","Directed Group Study",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2013-04-30,,65169,51612,1
EuroSpring,England,"Wycliffe Hall - Oxford University",Oxford,"EXCH 351","The Age of Renaissance, 1450-1600",,HIST,"Europe in the Age of Renaissance and Reformation",3939,,,,,2012-04-30,,65170,51613,1
EuroSpring,England,"Wycliffe Hall - Oxford University",Oxford,"ARTH 4550","English Art and Architecture, 1500-1700",,ArtH,"Renaissance Painting and Sculpture",3330,,Humanities,143,,2011-04-30,,65171,51614,1
EuroSpring,England,"Wycliffe Hall - Oxford University",Oxford,"HST 2953","The Age of Renaissance, 1450-1600",,HIST,"Europe in the Age of Renaissance and Reformation",3939,,,,,2012-04-30,,65172,51615,1
EuroSpring,England,"Wycliffe Hall - Oxford University",Oxford,"HST 2954","Women in Renaissance",,WS,"WS Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65173,51616,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","COM 2222","Introduction to Film",,TH,"Introduction to Film",1051,,"Fine Arts",156,,2011-04-30,,64064,50460,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","HUM 3000","History of America & American  Culture",,HIST,"US History Part I",1304,,Humanities,143,,2010-04-30,,64152,50549,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 2702","Statistics for Business",,ECON,"Applied Statistics for Business and Economics",2030,,"Logic and Quantitative Reasoning",145,,2010-04-30,,64202,50600,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","MTH 1001","Calculus I",,MATH,"Calculus I",1296,,"Logic and Quantitative Reasoning",145,,2012-04-30,,64203,50601,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","MTH 1002","Calculus II",,MATH,"Calculus II",1297,,"Logic and Quantitative Reasoning",145,,2011-04-30,,64204,50602,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","CHM 1100","General Chemistry I",,CHEM,"General Chemistry I ",1153,"Lecture only","Natural Sciences",157,,2012-04-30,,64232,50634,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","PHY 2001","Physics I",,PHYS,"General Physics I",2011,,"Natural Sciences",157,,2011-04-30,,64233,50635,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis",,"The Whole Earth Course",,GEOL,"Geology and Earth Systems",1110,,"Sustainability; Natural Sciences","153,157",,2011-04-30,,64251,50654,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","OCN 1010",Oceanography,,GEOL,Oceanography,1610,,"Sustainability; Natural Sciences","153,157",,2011-04-30,,64252,50655,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","COM 2370",Speech,,COMM,"Public Speaking",1112,,"Oral Communication and Languages",159,,2011-04-30,,64295,50701,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","LNG 1901","Elementary French",,FR,"Beginning French I",1101,,"Oral Communication and Languages",159,,2011-04-30,,64296,50702,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 2302","Principles of Microeconomics",,ECON,"Principles of Economics: Microeconomics",1023,,"Social Sciences",141,,2010-04-30,,64403,50815,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","SOC 2001","Introduction to Sociology",,SOC,"Introduction to Sociology",1101,,"Cultural Diversity in the US; Social Sciences","155,141",,2011-04-30,,64435,50847,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 2201","Financial Accounting I",,ACCT,"Principles of Financial Accounting",2001,,,,,2010-04-30,,65538,51986,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 2202","Accounting Principles II",,ACCT,"Principles of Managerial Accounting",2002,,,,,2010-04-30,,65539,51987,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","HUM 3020","On the Road of French Riviera Artists",,ART,"Art Major/Minor Elective Credit",2XXX,,,,,2011-04-30,,65540,51988,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 4790","Business Research",,ECON,"Economic Research Methodology",3030,,,,,2011-04-30,,65541,51989,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","COM 3224","Business and Professional Writing",,FMIS,"Business Communication",3141,,,,,2010-04-30,,65542,51990,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","COM 3224","Business and Professional Writing",,WRIT,"Advanced Writing for Business and Organizations",3121,,,,,2011-04-30,,65542,52004,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 3401","Corporate Finance",,FMIS,"Corporate Finance",3601,,,,,2011-04-30,,65543,51991,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis",FCMA,"Corporate Finance",,FMIS,"Corporate Finance",3601,,,,,2010-04-30,,65544,51992,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 3504","Management Information Systems",,FMIS,"Information Technology in Business",2201,,,,,2010-04-30,,65545,51993,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 4501","Production and Operations Management",,MGTS,"Production and Operations Management",3301,,,,,2011-04-30,,65546,51994,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","EDS 1030","SOS Chemistry",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2012-04-30,,65547,51995,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","HUM 2650","Contemporary French Culture",,HIST,"Hist Major/Minor Requirement (Europe Program Core)",2XXX,,,,,2013-04-30,,65548,51996,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 4401","International Business",,INTB,"International Business",3201,,,,,2012-04-30,,65549,51997,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 4502","International Management",,MGTS,"International Management",4474,,,,,2012-04-30,,65550,51998,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 3501","Management Principles",,MGTS,"Organizational Behavior and Management",3401,,,,,2011-04-30,,65551,51999,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 3603","Advertising and Promotion Management",,MKTG,"Advertising and Marketing Communications",4721,,,,,2011-04-30,,65552,52000,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 4410","Marketing and Sales in Business to Business",,MKTG,"Advertising and Marketing Communications",4721,,,,,2011-04-30,,65553,52001,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 3781","International Marketing",,MKTG,"International Marketing",3781,,,,,2012-04-30,,65554,52002,1
"CEA - Cultural Experiences Abroad",France,"SKEMA Euro-American Institute","Sophia Antipolis","BUS 3601","Marketing Principles",,MKTG,"Principles of Marketing",3701,,,,,2011-04-30,,65555,52003,1
"AHA International",Greece,"AHA International",Athens,,"Creating Impressions of Greece",,ART,"Fundamentals of Drawing",1009,,"Fine Arts",156,,2009-04-30,,64065,50461,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"DA 1050","Contemporary Dance I",,DN,"Modern Technique I",1101,,"Fine Arts",156,,2013-04-30,,64066,50462,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"MU 1000","Music I",,MU,"Introduction to Music",1001,,"Fine Arts",156,,2013-04-30,,64067,50463,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"AT 1001","History of Art 1",,ArtH,"History of World Art 1",1303,,"Humanities; Global Perspectives","143,150",,2013-04-30,,64108,50504,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"PO 3031","International Relations",,POL,"International Relations",1050,,"Global Perspectives",150,,2013-04-30,,64109,50505,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"EN 3369 ","Contemporary British Literature",,ENGL,"Contemporary Literature",2571,,Humanities,143,,2013-04-30,,64153,50550,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"HY 3010","Ancient Greek Mythology and Religion",,PHIL,"Classical Mythology ",1021,,Humanities,143,,2013-04-30,,64154,50551,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"FR 1000","French I",,LANG,"Beginning Language I",1101,,"Oral Communication and Languages",159,,2013-04-30,,64298,50704,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"GR 1000","Modern Greek 1",,LANG,"Beginning Language I",1101,,"Oral Communication and Languages",159,,2013-04-30,,64299,50705,1
"AHA International",Greece,"AHA International",Athens,,"Monuments of Greece",,ANTH,"Anth Major/Minor Elective Credit",3XXX,,,,,2009-04-30,,65565,52015,1
"AHA International",Greece,"AHA International",Athens,,"Intercultural Communications and the Greek Cultural Mosaic ",,COMM,"Comm Major/Minor Elective Credit",2XXX,,,,,2009-04-30,,65566,52016,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"AT 2027","Greek Art in Athens ",,ArtH,"Ancient Art",3320,,,,,2013-04-30,,65567,52017,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"EN 3472","American Modernism",,ENGL,"Minor Elective Credit: Lib Arts/Pregrad-American Period or Lit. Lang. Culture-Cluster I",3XXX,,,,,2013-04-30,,65568,52018,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"ES 2115","Energy and Environment",,ES,"Environmental Science Major/Minor Elective Credit",3XXX,,,,,2013-04-30,,65569,52019,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"PY 1001","Introduction to Physics",,PHYS,"Intro Physics II",1002,,,,,2013-04-30,,65570,52020,1
Arcadia,Greece,"Arcadia Center for Hellenic, Mediterranean, and Balkan Studies",Athens,"GREA ECMO 370","The Greek Economy",,ECON,"Econ Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65571,52021,1
Arcadia,Greece,"Arcadia Center for Hellenic, Mediterranean, and Balkan Studies",Athens,"PHPC 342","Greek Philosophy from Plato to the Church Fathers",,HIST,"Hist Major/Minor Elective Credit (Ancient and Medieval Track)",3XXX,,,,,2011-04-30,,65572,52022,1
Arcadia,Greece,"Arcadia Center for Hellenic, Mediterranean, and Balkan Studies",Athens,"GREA HIMO 330","Revolution, Catastrophe, and Civil War: Modern Greek History",,HIST,"Hist Major/Minor Elective Credit (Modern World track)",3XXX,,,,,2011-04-30,,65573,52023,1
Arcadia,Greece,"Arcadia Center for Hellenic, Mediterranean, and Balkan Studies",Athens,"GREA PHAN 340","Ancient Greek Philosophy",,PHIL,"Ancient Greek Philosophy",3301,,,,,2011-04-30,,65574,52024,1
Arcadia,Greece,"Arcadia Center for Hellenic, Mediterranean, and Balkan Studies",Athens,"GREA PHAN 341","Introduction to Ancient Greek Political and Ethical Philosophy",,PHIL,"Phil Major/Minor Elective (either track)",3XXX,,,,,2011-04-30,,65575,52025,1
"College Years",Greece,"International Center for Hellenic & Mediterranean Studies",Athens,"L 351","Attic Tragedy",,ENGL,"Engl Major/Minor Elective Credit",3XXX,,,,,2009-04-30,,65576,52026,1
"College Years",Greece,"International Center for Hellenic & Mediterranean Studies",Athens,"H 358","From Contact to Conquest: Rediscovering Roman Greece",,HIST,"The Roman Empire",3041,,,,,2011-04-30,,65577,52027,1
"AIFS - American Institute for Foriegn Study",Greece,"American College of Greece ",Athens,"HY 2034","History of Ancient Greece",,HIST,"Homer to Alexander ",3133,,,,,2013-04-30,,65578,52028,1
GlobaLinks,Greece,"American College of Thessaloniki",Thessaloniki,"ART 1301","Digital Photography",,ART,"Fundamentals of Photography",1605,,"Fine Arts",156,,2013-04-30,,64068,50464,1
